lambda=0.5,T=600000,Single_Price=True,Alg.Cx=1,Alg.Cy=0.005,Alg.Cz=4,soft_constraint=True,,,,,,,,,
666,0.5,1.147700271,1.647700271,32325.52929,49880.97845,99236.8282,1.142857143,1.642857143,1.363580062,1.363580062,1.352941176,1.352941176,0.5,0.5,0
667,0.5,1.147700271,1.647700271,19904.40942,43277.78575,110235.7418,1.214285714,1.571428571,1.267935084,1.267935084,1.549019608,1.549019608,0.5,0.357142857,0
668,0.5,1.147700271,1.647700271,37099.28331,58659.0862,105127.3715,1.071428571,1.5,1.465143464,1.465143464,1.31372549,1.31372549,0.5,0.428571429,0
669,0.5,1.147700271,1.647700271,20263.73318,48084.29096,123263.4779,1.285714286,1.785714286,1.339865141,1.339865141,1.62745098,1.62745098,0.5,0.5,0
670,0.5,1.147700271,1.647700271,22398.01338,51631.74322,92033.50205,1.357142857,1.857142857,1.384733139,1.384733139,1.215686275,1.215686275,0.5,0.5,0
671,0.5,1.147700271,1.647700271,17977.24593,64726.10416,109844.3086,1.214285714,1.571428571,1.530859503,1.530859503,1.294117647,1.294117647,0.5,0.357142857,0
672,0.5,1.147700271,1.647700271,19987.52193,58114.84136,110592.2848,1.285714286,1.785714286,1.461824579,1.461824579,1.392156863,1.392156863,0.5,0.5,0
673,0.5,1.147700271,1.647700271,18619.98183,52047.30177,102935.8485,1.214285714,1.571428571,1.390347586,1.390347586,1.37254902,1.37254902,0.5,0.357142857,0
674,0.5,1.147700271,1.647700271,23951.73973,42572.56265,89040.84793,1.142857143,1.5,1.256999993,1.256999993,1.31372549,1.31372549,0.5,0.357142857,0
675,0.5,1.147700271,1.647700271,18490.43578,65262.88071,175101.1063,1.285714286,1.642857143,1.537757743,1.537757743,1.921568627,1.921568627,0.5,0.357142857,0
676,0.5,1.147700271,1.647700271,37353.91184,70119.75687,182416.7418,1.071428571,1.5,1.584061444,1.584061444,1.941176471,1.941176471,0.5,0.428571429,0
677,0.5,1.147700271,1.647700271,18748.49106,40390.6231,131129.1957,1.214285714,1.571428571,1.218338727,1.218338727,1.764705882,1.764705882,0.5,0.357142857,0
678,0.5,1.147700271,1.647700271,21642.75915,63996.0576,125185.3384,1.214285714,1.5,1.518214327,1.518214327,1.490196078,1.490196078,0.5,0.285714286,0
679,0.5,1.147700271,1.647700271,23658.9793,51582.34428,124654.5092,1.142857143,1.5,1.387017081,1.387017081,1.607843137,1.607843137,0.5,0.357142857,0
680,0.5,1.147700271,1.647700271,20623.68285,58452.38734,104920.6726,1.285714286,1.785714286,1.463919529,1.463919529,1.31372549,1.31372549,0.5,0.5,0
681,0.5,1.147700271,1.647700271,24296.98423,68508.47975,161569.0306,1.357142857,1.714285714,1.56792435,1.56792435,1.784313725,1.784313725,0.5,0.357142857,0
682,0.5,1.147700271,1.647700271,34005.35793,82634.88367,131990.7334,1.142857143,1.642857143,1.694142906,1.694142906,1.352941176,1.352941176,0.5,0.5,0
683,0.5,1.147700271,1.647700271,21199.80711,45469.63238,99589.94773,1.214285714,1.642857143,1.29932097,1.29932097,1.411764706,1.411764706,0.5,0.428571429,0
684,0.5,1.147700271,1.647700271,19013.72166,94391.48424,137009.4301,1.285714286,1.714285714,1.794449548,1.794449548,1.254901961,1.254901961,0.5,0.428571429,0
685,0.5,1.147700271,1.647700271,17879.26549,41703.13709,130141.9236,1.214285714,1.571428571,1.240566661,1.240566661,1.745098039,1.745098039,0.5,0.357142857,0
686,0.5,1.147700271,1.647700271,36303.84948,47619.11286,105178.5195,1.214285714,1.857142857,1.330259005,1.330259005,1.450980392,1.450980392,0.5,0.642857143,0
687,0.5,1.147700271,1.647700271,37144.21252,62694.46951,110576.1126,1.214285714,1.857142857,1.509945065,1.509945065,1.333333333,1.333333333,0.5,0.642857143,0
688,0.5,1.147700271,1.647700271,20815.54557,67014.10197,138012.644,1.357142857,1.857142857,1.549768264,1.549768264,1.588235294,1.588235294,0.5,0.5,0
689,0.5,1.147700271,1.647700271,25979.19306,52960.81285,170211.9441,1.428571429,1.714285714,1.398871169,1.398871169,1.980392157,1.980392157,0.5,0.285714286,0
690,0.5,1.147700271,1.647700271,18211.16888,72298.73196,156209.5801,1.214285714,1.571428571,1.595733933,1.595733933,1.705882353,1.705882353,0.5,0.357142857,0
691,0.5,1.147700271,1.647700271,22460.70495,66643.46117,117532.0079,1.142857143,1.5,1.545862512,1.545862512,1.37254902,1.37254902,0.5,0.357142857,0
692,0.5,1.147700271,1.647700271,24633.31486,49471.72093,131157.0456,1.428571429,1.857142857,1.359413155,1.359413155,1.68627451,1.68627451,0.5,0.428571429,0
693,0.5,1.147700271,1.647700271,20083.90199,46364.16763,119436.3326,1.285714286,1.571428571,1.317200906,1.317200906,1.607843137,1.607843137,0.5,0.285714286,0
694,0.5,1.147700271,1.647700271,19133.61104,52386.07957,111737.5714,1.214285714,1.642857143,1.395081508,1.395081508,1.470588235,1.470588235,0.5,0.428571429,0
695,0.5,1.147700271,1.647700271,20963.02708,38389.05036,94204.05261,1.357142857,1.714285714,1.175127044,1.175127044,1.431372549,1.431372549,0.5,0.357142857,0
696,0.5,1.147700271,1.647700271,21321.22673,38148.82734,124311.2743,1.214285714,1.642857143,1.168878995,1.168878995,1.725490196,1.725490196,0.5,0.428571429,0
697,0.5,1.147700271,1.647700271,22286.42418,51298.53181,124370.6968,1.357142857,1.785714286,1.381072202,1.381072202,1.607843137,1.607843137,0.5,0.428571429,0
698,0.5,1.147700271,1.647700271,26415.68321,48902.40837,110091.6891,1.428571429,1.785714286,1.346323778,1.346323778,1.490196078,1.490196078,0.5,0.357142857,0
699,0.5,1.147700271,1.647700271,25832.95791,41919.29238,96039.60773,1.285714286,1.5,1.245925068,1.245925068,1.411764706,1.411764706,0.5,0.214285714,0
700,0.5,1.147700271,1.647700271,18192.20587,62189.25166,104807.1975,1.285714286,1.642857143,1.495019791,1.495019791,1.254901961,1.254901961,0.5,0.357142857,0
701,0.5,1.147700271,1.647700271,21494.5303,41229.97386,146192.0271,1.285714286,1.571428571,1.233589436,1.233589436,1.882352941,1.882352941,0.5,0.285714286,0
702,0.5,1.147700271,1.647700271,23457.44682,40639.41686,160384.1373,1.142857143,1.5,1.222791637,1.222791637,2,2,0.5,0.357142857,0
703,0.5,1.147700271,1.647700271,18673.06585,53958.55121,144697.1238,1.214285714,1.642857143,1.412331708,1.412331708,1.764705882,1.764705882,0.5,0.428571429,0
704,0.5,1.147700271,1.647700271,23596.8423,62532.58074,174829.5656,1.214285714,1.428571429,1.511912729,1.511912729,1.941176471,1.941176471,0.5,0.214285714,0
705,0.5,1.147700271,1.647700271,18305.36056,46811.12183,111805.4704,1.285714286,1.642857143,1.324216657,1.324216657,1.529411765,1.529411765,0.5,0.357142857,0
706,0.5,1.147700271,1.647700271,20920.49312,54279.43248,138190.2806,1.214285714,1.5,1.41611748,1.41611748,1.705882353,1.705882353,0.5,0.285714286,0
707,0.5,1.147700271,1.647700271,20804.7952,78302.71489,132423.0302,1.214285714,1.5,1.657219703,1.657219703,1.411764706,1.411764706,0.5,0.285714286,0
708,0.5,1.147700271,1.647700271,20338.69476,45460.17587,97937.61931,1.214285714,1.642857143,1.299213388,1.299213388,1.392156863,1.392156863,0.5,0.428571429,0
709,0.5,1.147700271,1.647700271,19966.31634,60768.77692,114889.0923,1.214285714,1.5,1.483150038,1.483150038,1.411764706,1.411764706,0.5,0.285714286,0
710,0.5,1.147700271,1.647700271,24036.33145,54514.83236,145253.405,1.214285714,1.714285714,1.419100291,1.419100291,1.764705882,1.764705882,0.5,0.5,0
711,0.5,1.147700271,1.647700271,38236.6865,55641.28138,95048.33927,1.357142857,1.428571429,1.433946357,1.433946357,1.196078431,1.196078431,0.5,0.071428571,0
712,0.5,1.147700271,1.647700271,29317.76009,53996.22975,111555.6363,1.214285714,1.785714286,1.417782773,1.417782773,1.450980392,1.450980392,0.5,0.571428571,0
713,0.5,1.147700271,1.647700271,21961.8584,59443.41191,108929.1601,1.357142857,1.785714286,1.470006659,1.470006659,1.039215686,1.039215686,0.5,0.428571429,0
714,0.5,1.147700271,1.647700271,24211.64125,48372.92738,111443.7814,1.285714286,1.857142857,1.341226471,1.341226471,1.509803922,1.509803922,0.5,0.571428571,0
715,0.5,1.147700271,1.647700271,20079.91312,80264.05239,197515.1837,1.214285714,1.642857143,1.674606365,1.674606365,1.980392157,1.980392157,0.5,0.428571429,0
716,0.5,1.147700271,1.647700271,22639.1047,64442.08603,139621.273,1.214285714,1.714285714,1.526656025,1.526656025,1.62745098,1.62745098,0.5,0.5,0
717,0.5,1.147700271,1.647700271,37144.21252,44110.17,87944.0702,1.214285714,1.857142857,1.28025585,1.28025585,1.274509804,1.274509804,0.5,0.642857143,0
718,0.5,1.147700271,1.647700271,30407.86896,43127.5259,124812.8506,1.142857143,1.642857143,1.26046113,1.26046113,1.68627451,1.68627451,0.5,0.5,0
719,0.5,1.147700271,1.647700271,25840.62773,58827.57683,99229.33566,1.357142857,1.642857143,1.471021598,1.471021598,1.215686275,1.215686275,0.5,0.285714286,0
720,0.5,1.147700271,1.647700271,29987.35008,39319.01347,88674.86322,1.214285714,1.785714286,1.196408555,1.196408555,1.352941176,1.352941176,0.5,0.571428571,0
721,0.5,1.147700271,1.647700271,21695.74738,42581.04747,140347.3046,1.357142857,1.714285714,1.099310526,1.099310526,1.823529412,1.823529412,0.5,0.357142857,0
722,0.5,1.147700271,1.647700271,31198.07848,69141.91997,114260.1244,1.142857143,1.642857143,1.572376608,1.572376608,1.294117647,1.294117647,0.5,0.5,0
723,0.5,1.147700271,1.647700271,24089.59663,61305.66196,136484.8489,1.214285714,1.714285714,1.497835477,1.497835477,1.62745098,1.62745098,0.5,0.5,0
724,0.5,1.147700271,1.647700271,35508.0841,40137.05771,97696.46431,1.214285714,1.857142857,1.211890669,1.211890669,1.450980392,1.450980392,0.5,0.642857143,0
725,0.5,1.147700271,1.647700271,24932.705,51084.86008,126264.047,1.214285714,1.428571429,1.377817232,1.377817232,1.62745098,1.62745098,0.5,0.214285714,0
726,0.5,1.147700271,1.647700271,19666.3982,46432.26762,130343.1158,1.285714286,1.714285714,1.31223358,1.31223358,1.705882353,1.705882353,0.5,0.428571429,0
727,0.5,1.147700271,1.647700271,27115.67684,38378.17279,94193.17504,1.142857143,1.357142857,1.175546149,1.175546149,1.431372549,1.431372549,0.5,0.214285714,0
728,0.5,1.147700271,1.647700271,24619.26253,39757.32858,108717.2502,1.214285714,1.714285714,1.203168614,1.203168614,1.568627451,1.568627451,0.5,0.5,0
729,0.5,1.147700271,1.647700271,18811.59543,81933.99524,131289.845,1.214285714,1.642857143,1.688300431,1.688300431,1.352941176,1.352941176,0.5,0.428571429,0
730,0.5,1.147700271,1.647700271,39627.37615,45957.23345,103516.64,1.142857143,1.714285714,1.312006353,1.312006353,1.450980392,1.450980392,0.5,0.571428571,0
731,0.5,1.147700271,1.647700271,21112.08309,59907.22392,128867.1455,1.357142857,1.857142857,1.482081685,1.482081685,1.568627451,1.568627451,0.5,0.5,0
732,0.5,1.147700271,1.647700271,22556.65466,50157.27966,92948.57615,1.214285714,1.5,1.36644063,1.36644063,1.098039216,1.098039216,0.5,0.285714286,0
733,0.5,1.147700271,1.647700271,18653.52199,65665.30531,165812.9698,1.285714286,1.785714286,1.5397533,1.5397533,1.843137255,1.843137255,0.5,0.5,0
734,0.5,1.147700271,1.647700271,38971.29521,38997.46177,134400.967,1.142857143,1.714285714,1.189801399,1.189801399,1.803921569,1.803921569,0.5,0.571428571,0
735,0.5,1.147700271,1.647700271,32924.43056,116282.3144,179353.1685,1.142857143,1.642857143,1.97960162,1.97960162,1.509803922,1.509803922,0.5,0.5,0
736,0.5,1.147700271,1.647700271,19409.32751,59420.46253,105888.7478,1.285714286,1.785714286,1.473714888,1.473714888,1.31372549,1.31372549,0.5,0.5,0
737,0.5,1.147700271,1.647700271,22894.4361,47870.8519,109060.1327,1.142857143,1.5,1.336488743,1.336488743,1.490196078,1.490196078,0.5,0.357142857,0
738,0.5,1.147700271,1.647700271,21538.64625,61455.33802,110811.1878,1.285714286,1.785714286,1.490257262,1.490257262,1.352941176,1.352941176,0.5,0.5,0
739,0.5,1.147700271,1.647700271,18691.02565,95410.69245,166409.2345,1.285714286,1.642857143,1.807615547,1.807615547,1.588235294,1.588235294,0.5,0.357142857,0
740,0.5,1.147700271,1.647700271,23442.37567,81181.6544,123799.6003,1.214285714,1.714285714,1.68105137,1.68105137,1.254901961,1.254901961,0.5,0.5,0
741,0.5,1.147700271,1.647700271,23471.69396,52600.73103,162438.9566,1.142857143,1.5,1.389000018,1.389000018,1.921568627,1.921568627,0.5,0.357142857,0
742,0.5,1.147700271,1.647700271,19661.78598,49647.87847,152194.4991,1.285714286,1.785714286,1.361815825,1.361815825,1.862745098,1.862745098,0.5,0.5,0
743,0.5,1.147700271,1.647700271,21427.95773,67555.18387,165321.441,1.214285714,1.571428571,1.55306437,1.55306437,1.823529412,1.823529412,0.5,0.357142857,0
744,0.5,1.147700271,1.647700271,26959.54779,65889.47802,127078.7588,1.357142857,2,1.536286286,1.536286286,1.490196078,1.490196078,0.5,0.642857143,0
745,0.5,1.147700271,1.647700271,18478.71572,45064.24185,128975.09,1.285714286,1.642857143,1.290624895,1.290624895,1.705882353,1.705882353,0.5,0.357142857,0
746,0.5,1.147700271,1.647700271,23862.08242,42765.32088,103954.6016,1.214285714,1.5,1.254878252,1.254878252,1.490196078,1.490196078,0.5,0.285714286,0
747,0.5,1.147700271,1.647700271,31892.67119,64523.10115,179291.3591,1.071428571,1.357142857,1.524307457,1.524307457,1.960784314,1.960784314,0.5,0.285714286,0
748,0.5,1.147700271,1.647700271,26942.04523,60664.5566,144575.4048,1.428571429,1.785714286,1.486491688,1.486491688,1.705882353,1.705882353,0.5,0.357142857,0
749,0.5,1.147700271,1.647700271,36350.1759,60881.76946,168274.693,1.214285714,1.857142857,1.485221918,1.485221918,1.901960784,1.901960784,0.5,0.642857143,0
750,0.5,1.147700271,1.647700271,36805.21405,44199.90429,107270.7583,1.142857143,1.714285714,1.283318406,1.283318406,1.509803922,1.509803922,0.5,0.571428571,0
751,0.5,1.147700271,1.647700271,18041.22445,62611.19764,131571.1192,1.214285714,1.571428571,1.509674717,1.509674717,1.568627451,1.568627451,0.5,0.357142857,0
752,0.5,1.147700271,1.647700271,18087.72549,64834.22982,115722.7766,1.285714286,1.785714286,1.526467108,1.526467108,1.37254902,1.37254902,0.5,0.5,0
753,0.5,1.147700271,1.647700271,18272.56645,43301.68691,100861.0935,1.214285714,1.5,1.266943605,1.266943605,1.450980392,1.450980392,0.5,0.285714286,0
754,0.5,1.147700271,1.647700271,32686.90228,58397.871,121468.7251,1.142857143,1.642857143,1.465712495,1.465712495,1.509803922,1.509803922,0.5,0.5,0
755,0.5,1.147700271,1.647700271,24098.96973,40646.88493,99998.37676,1.142857143,1.571428571,1.222581303,1.222581303,1.470588235,1.470588235,0.5,0.428571429,0
756,0.5,1.147700271,1.647700271,36791.93486,49278.22408,97159.86719,1.214285714,1.857142857,1.35651331,1.35651331,1.333333333,1.333333333,0.5,0.642857143,0
757,0.5,1.147700271,1.647700271,25621.95201,77124.83411,144082.7902,1.142857143,1.571428571,1.654568548,1.654568548,1.549019608,1.549019608,0.5,0.428571429,0
758,0.5,1.147700271,1.647700271,25132.66292,49600.71277,169345.4332,1.285714286,1.857142857,1.362019881,1.362019881,2,2,0.5,0.571428571,0
759,0.5,1.147700271,1.647700271,36423.68523,51136.48592,106951.4882,1.214285714,1.857142857,1.381727367,1.381727367,1.431372549,1.431372549,0.5,0.642857143,0
760,0.5,1.147700271,1.647700271,38882.69574,64917.20419,126106.485,1.142857143,1.714285714,1.533765216,1.533765216,1.490196078,1.490196078,0.5,0.571428571,0
761,0.5,1.147700271,1.647700271,16515.20079,49846.32538,105661.3276,1.214285714,1.571428571,1.350844845,1.350844845,1.431372549,1.431372549,0.5,0.357142857,0
762,0.5,1.147700271,1.647700271,18529.27887,47860.89607,109050.1768,1.285714286,1.714285714,1.337043548,1.337043548,1.490196078,1.490196078,0.5,0.428571429,0
763,0.5,1.147700271,1.647700271,23375.03248,40423.95614,105418.3047,1.214285714,1.714285714,1.217619045,1.217619045,1.529411765,1.529411765,0.5,0.5,0
764,0.5,1.147700271,1.647700271,21829.59529,62068.56334,131028.4849,1.214285714,1.5,1.493660778,1.493660778,1.568627451,1.568627451,0.5,0.285714286,0
765,0.5,1.147700271,1.647700271,23853.82744,73197.108,170963.3652,1.214285714,1.714285714,1.615026728,1.615026728,1.823529412,1.823529412,0.5,0.5,0
766,0.5,1.147700271,1.647700271,30546.01456,53278.5159,98123.42982,1.214285714,1.785714286,1.400903946,1.400903946,1.078431373,1.078431373,0.5,0.571428571,0
767,0.5,1.147700271,1.647700271,28537.61942,82168.87217,143358.1529,1.142857143,1.571428571,1.688348703,1.688348703,1.490196078,1.490196078,0.5,0.428571429,0
768,0.5,1.147700271,1.647700271,19664.15579,39577.99447,100767.2752,1.214285714,1.642857143,1.202758893,1.202758893,1.490196078,1.490196078,0.5,0.428571429,0
769,0.5,1.147700271,1.647700271,38439.38741,63084.99031,132044.9119,1.071428571,1.5,1.514210642,1.514210642,1.568627451,1.568627451,0.5,0.428571429,0
770,0.5,1.147700271,1.647700271,19182.10429,60617.40091,160765.0654,1.214285714,1.642857143,1.481540929,1.481540929,1.843137255,1.843137255,0.5,0.428571429,0
771,0.5,1.147700271,1.647700271,37466.00972,109416.6074,163536.9227,1.142857143,1.714285714,1.922150227,1.922150227,1.411764706,1.411764706,0.5,0.571428571,0
772,0.5,1.147700271,1.647700271,20988.80544,55344.20905,118415.0631,1.357142857,1.714285714,1.426111305,1.426111305,1.509803922,1.509803922,0.5,0.357142857,0
773,0.5,1.147700271,1.647700271,17599.53689,49148.02033,89549.77916,1.214285714,1.571428571,1.351898882,1.351898882,1.215686275,1.215686275,0.5,0.357142857,0
774,0.5,1.147700271,1.647700271,39394.93424,65505.04651,156243.6191,1.142857143,1.714285714,1.540399453,1.540399453,1.764705882,1.764705882,0.5,0.571428571,0
775,0.5,1.147700271,1.647700271,24614.98658,56424.33062,104305.9737,1.428571429,1.785714286,1.439637275,1.439637275,1.333333333,1.333333333,0.5,0.357142857,0
776,0.5,1.147700271,1.647700271,32445.36504,74970.5314,138041.3855,1.142857143,1.642857143,1.633275828,1.633275828,1.509803922,1.509803922,0.5,0.5,0
777,0.5,1.147700271,1.647700271,36121.06801,54491.26065,169259.5186,1.214285714,1.857142857,1.4165867,1.4165867,1.960784314,1.960784314,0.5,0.642857143,0
778,0.5,1.147700271,1.647700271,21310.32957,49045.36068,114039.7093,1.285714286,1.785714286,1.348407815,1.348407815,1.529411765,1.529411765,0.5,0.5,0
779,0.5,1.147700271,1.647700271,31443.03832,67639.29554,138637.8376,1.214285714,1.785714286,1.553622622,1.553622622,1.588235294,1.588235294,0.5,0.571428571,0
780,0.5,1.147700271,1.647700271,23633.50752,59871.1615,172168.1464,1.285714286,1.857142857,1.478272417,1.478272417,1.941176471,1.941176471,0.5,0.571428571,0
781,0.5,1.147700271,1.647700271,22434.78176,44507.96014,109502.3087,1.214285714,1.714285714,1.289474167,1.289474167,1.529411765,1.529411765,0.5,0.5,0
782,0.5,1.147700271,1.647700271,36459.34605,46427.14739,137165.72,1.142857143,1.714285714,1.314426409,1.314426409,1.764705882,1.764705882,0.5,0.571428571,0
783,0.5,1.147700271,1.647700271,29676.5878,50757.7054,93375.65126,1.214285714,1.785714286,1.376475135,1.376475135,1.254901961,1.254901961,0.5,0.571428571,0
784,0.5,1.147700271,1.647700271,18695.63054,56631.10379,138316.4285,1.214285714,1.642857143,1.438439592,1.438439592,1.68627451,1.68627451,0.5,0.428571429,0
785,0.5,1.147700271,1.647700271,33714.10447,53338.94831,112690.4401,1.142857143,1.642857143,1.396802137,1.396802137,1.470588235,1.470588235,0.5,0.5,0
786,0.5,1.147700271,1.647700271,33299.3615,49480.33004,103600.6454,1.071428571,1.428571429,1.356255816,1.356255816,1.411764706,1.411764706,0.5,0.357142857,0
787,0.5,1.147700271,1.647700271,21136.96071,54390.56938,113742.0612,1.214285714,1.571428571,1.4089498,1.4089498,1.470588235,1.470588235,0.5,0.357142857,0
788,0.5,1.147700271,1.647700271,18775.49652,74206.13737,123561.9871,1.285714286,1.785714286,1.613919129,1.613919129,1.352941176,1.352941176,0.5,0.5,0
789,0.5,1.147700271,1.647700271,28389.48483,47102.71797,118101.26,1.428571429,1.714285714,1.323807086,1.323807086,1.588235294,1.588235294,0.5,0.285714286,0
790,0.5,1.147700271,1.647700271,21351.96613,43148.71551,108143.0641,1.142857143,1.428571429,1.261168039,1.261168039,1.529411765,1.529411765,0.5,0.285714286,0
791,0.5,1.147700271,1.647700271,20191.26702,45719.49746,125206.7505,1.285714286,1.785714286,1.307514428,1.307514428,1.666666667,1.666666667,0.5,0.5,0
792,0.5,1.147700271,1.647700271,18264.21876,55314.7567,112874.1633,1.285714286,1.785714286,1.426568016,1.426568016,1.450980392,1.450980392,0.5,0.5,0
793,0.5,1.147700271,1.647700271,22962.32751,62959.12449,118774.1267,1.142857143,1.5,1.503833308,1.503833308,1.431372549,1.431372549,0.5,0.357142857,0
794,0.5,1.147700271,1.647700271,18971.624,70408.40012,187659.5314,1.285714286,1.785714286,1.576529422,1.576529422,1.980392157,1.980392157,0.5,0.5,0
795,0.5,1.147700271,1.647700271,20683.56819,83645.19325,188607.2464,1.214285714,1.5,1.705779227,1.705779227,1.882352941,1.882352941,0.5,0.285714286,0
796,0.5,1.147700271,1.647700271,29551.87244,46778.54717,149325.1678,1.214285714,1.785714286,1.322730643,1.322730643,1.862745098,1.862745098,0.5,0.571428571,0
797,0.5,1.147700271,1.647700271,25357.04141,54632.84605,98466.74625,1.428571429,1.785714286,1.414647014,1.414647014,1.274509804,1.274509804,0.5,0.357142857,0
798,0.5,1.147700271,1.647700271,31808.06783,44089.01643,107159.8705,1.142857143,1.642857143,1.281869905,1.281869905,1.509803922,1.509803922,0.5,0.5,0
799,0.5,1.147700271,1.647700271,22364.03313,76317.96939,147316.5114,1.142857143,1.428571429,1.6403107,1.6403107,1.588235294,1.588235294,0.5,0.285714286,0
800,0.5,1.147700271,1.647700271,23345.00737,77925.19904,130402.6425,1.214285714,1.714285714,1.654361394,1.654361394,1.392156863,1.392156863,0.5,0.5,0
801,0.5,1.147700271,1.647700271,32788.15283,74989.49366,145988.0357,1.071428571,1.428571429,1.626707724,1.626707724,1.588235294,1.588235294,0.5,0.357142857,0
802,0.5,1.147700271,1.647700271,20201.50686,51335.53014,102224.0769,1.142857143,1.428571429,1.378985745,1.378985745,1.37254902,1.37254902,0.5,0.285714286,0
803,0.5,1.147700271,1.647700271,26107.12557,62430.21888,135502.3838,1.214285714,1.428571429,1.506507485,1.506507485,1.607843137,1.607843137,0.5,0.214285714,0
804,0.5,1.147700271,1.647700271,30358.1794,43658.9175,94547.46423,1.214285714,1.785714286,1.270530039,1.270530039,1.37254902,1.37254902,0.5,0.571428571,0
805,0.5,1.147700271,1.647700271,42305.44807,60390.15597,155793.6612,1.214285714,1.928571429,1.484746861,1.484746861,1.803921569,1.803921569,0.5,0.714285714,0
806,0.5,1.147700271,1.647700271,20509.40467,43951.55315,156248.538,1.285714286,1.571428571,1.278295422,1.278295422,1.941176471,1.941176471,0.5,0.285714286,0
807,0.5,1.147700271,1.647700271,40035.26559,54203.08035,151969.3375,1.071428571,1.5,1.420254399,1.420254399,1.823529412,1.823529412,0.5,0.428571429,0
808,0.5,1.147700271,1.647700271,24554.41445,108908.744,158264.5938,1.285714286,1.571428571,1.918205335,1.918205335,1.352941176,1.352941176,0.5,0.285714286,0
809,0.5,1.147700271,1.647700271,36434.20154,56498.95655,127497.4986,1.5,1.714285714,1.441938544,1.441938544,1.588235294,1.588235294,0.5,0.214285714,0
810,0.5,1.147700271,1.647700271,33045.77648,49673.65684,102151.1003,1.142857143,1.642857143,1.36056577,1.36056577,1.392156863,1.392156863,0.5,0.5,0
811,0.5,1.147700271,1.647700271,21374.85975,44490.09209,85963.08213,1.214285714,1.571428571,1.28860801,1.28860801,1.235294118,1.235294118,0.5,0.357142857,0
812,0.5,1.147700271,1.647700271,24910.48104,64622.40661,131580.3627,1.142857143,1.571428571,1.52917738,1.52917738,1.549019608,1.549019608,0.5,0.428571429,0
813,0.5,1.147700271,1.647700271,19143.95096,47463.68276,133626.1298,1.285714286,1.785714286,1.330688194,1.330688194,1.725490196,1.725490196,0.5,0.5,0
814,0.5,1.147700271,1.647700271,36375.36997,45413.08867,127098.4134,1.214285714,1.857142857,1.302993777,1.302993777,1.68627451,1.68627451,0.5,0.642857143,0
815,0.5,1.147700271,1.647700271,23429.42092,38554.16518,107514.0868,1.142857143,1.5,1.180144022,1.180144022,1.568627451,1.568627451,0.5,0.357142857,0
816,0.5,1.147700271,1.647700271,21741.04381,69971.56375,149458.8168,1.285714286,1.571428571,1.585084483,1.585084483,1.666666667,1.666666667,0.5,0.285714286,0
817,0.5,1.147700271,1.647700271,18843.15026,60717.73403,118277.1406,1.214285714,1.571428571,1.485892503,1.485892503,1.450980392,1.450980392,0.5,0.357142857,0
818,0.5,1.147700271,1.647700271,25194.04364,60633.12126,160780.7858,1.428571429,1.857142857,1.482778798,1.482778798,1.843137255,1.843137255,0.5,0.428571429,0
819,0.5,1.147700271,1.647700271,18695.63054,48294.07963,117254.0012,1.214285714,1.642857143,1.344326969,1.344326969,1.568627451,1.568627451,0.5,0.428571429,0
820,0.5,1.147700271,1.647700271,50765.23342,66074.67248,154513.459,1.142857143,1.857142857,1.53977625,1.53977625,1.745098039,1.745098039,0.5,0.714285714,0
821,0.5,1.147700271,1.647700271,19394.45978,105421.6567,205569.3212,1.214285714,1.642857143,1.889013324,1.889013324,1.843137255,1.843137255,0.5,0.428571429,0
822,0.5,1.147700271,1.647700271,17604.17363,65598.67423,161002.1795,1.214285714,1.642857143,1.541555634,1.541555634,1.803921569,1.803921569,0.5,0.428571429,0
823,0.5,1.147700271,1.647700271,29260.56738,42806.82515,115878.9901,1.142857143,1.571428571,1.261081565,1.261081565,1.607843137,1.607843137,0.5,0.428571429,0
824,0.5,1.147700271,1.647700271,27489.96899,52644.52321,134329.8479,1.142857143,1.571428571,1.39540264,1.39540264,1.68627451,1.68627451,0.5,0.428571429,0
825,0.5,1.147700271,1.647700271,38540.62012,39007.80094,100197.0817,1.142857143,1.714285714,1.190551774,1.190551774,1.490196078,1.490196078,0.5,0.571428571,0
826,0.5,1.147700271,1.647700271,35339.63146,38962.01164,120647.3363,1.285714286,2,1.13898362,1.13898362,1.68627451,1.68627451,0.5,0.714285714,0
827,0.5,1.147700271,1.647700271,35219.78928,45715.03499,99835.35034,1.214285714,1.857142857,1.302344276,1.302344276,1.411764706,1.411764706,0.5,0.642857143,0
828,0.5,1.147700271,1.647700271,29676.5878,46276.82151,151238.8747,1.214285714,1.785714286,1.310229468,1.310229468,1.882352941,1.882352941,0.5,0.571428571,0
829,0.5,1.147700271,1.647700271,24006.83498,42886.80123,107881.1498,1.142857143,1.5,1.257181214,1.257181214,1.529411765,1.529411765,0.5,0.357142857,0
830,0.5,1.147700271,1.647700271,23599.19891,52537.76018,140976.5467,1.214285714,1.714285714,1.395835688,1.395835688,1.745098039,1.745098039,0.5,0.5,0
831,0.5,1.147700271,1.647700271,43960.35164,57676.47744,124634.4335,1.142857143,1.785714286,1.456145587,1.456145587,1.549019608,1.549019608,0.5,0.642857143,0
832,0.5,1.147700271,1.647700271,26036.53516,72150.49143,160589.2779,1.214285714,1.428571429,1.600329232,1.600329232,1.745098039,1.745098039,0.5,0.214285714,0
