lambda=0.5,T=100000,Single_Price=True,Alg.Cx=1,Alg.Cy=0.005,Alg.Cz=4,soft_constraint=False,,,,,,,,
681,0.5,1.147700271,1.647700271,3687.450565,7048.830932,8829.916146,1.455925926,1.696049383,1.705878819,1.705878819,1.837837838,1.837837838,0.5,0.240123457
682,0.5,1.147700271,1.647700271,3689.510468,4903.693676,11965.47087,1.225082305,1.474807956,1.346982162,1.346982162,2.027027027,2.027027027,0.5,0.249725652
683,0.5,1.147700271,1.647700271,4256.959995,4886.681157,7351.447387,1.3678738,1.4481893,1.368193528,1.368193528,1.72972973,1.72972973,0.5,0.080315501
684,0.5,1.147700271,1.647700271,5071.234535,5458.645968,7337.849438,1.495507545,1.504492455,1.542570848,1.542570848,1.081081081,1.081081081,0.5,0.008984911
685,0.5,1.147700271,1.647700271,5820.310936,5209.810457,6719.178922,1.59819259,1.59819259,1.496191114,1.496191114,1.675675676,1.675675676,0.5,0
686,0.5,1.147700271,1.647700271,4590.186459,6438.497264,11482.19613,1.458127572,1.541872428,1.13599196,1.13599196,2,2,0.5,0.083744856
687,0.5,1.147700271,1.647700271,5537.51944,4922.450408,7025.628572,1.554632955,1.554632955,1.401522869,1.401522869,1.702702703,1.702702703,0.5,0
688,0.5,1.147700271,1.647700271,4649.584566,5725.262584,8435.784465,1.35909465,1.461358025,1.580486442,1.580486442,1.810810811,1.810810811,0.5,0.102263374
689,0.5,1.147700271,1.647700271,5520.907588,4996.058239,6144.154686,1.423497942,1.384334705,1.310360755,1.310360755,1.162162162,1.162162162,0.5,0.039163237
690,0.5,1.147700271,1.647700271,3025.730666,5223.570736,4952.308113,1.199567901,1.534341564,1.259182212,1.259182212,1.351351351,1.351351351,0.5,0.334773663
691,0.5,1.147700271,1.647700271,3685.896767,5074.1703,6433.085584,1.369650206,1.630349794,1.473460896,1.473460896,1.648648649,1.648648649,0.5,0.260699588
692,0.5,1.147700271,1.647700271,3803.444017,8560.494231,5090.004457,1.377880658,1.622119342,1.818505047,1.818505047,1.297297297,1.297297297,0.5,0.244238683
693,0.5,1.147700271,1.647700271,5046.905367,4921.834467,10548.25565,1.566481481,1.757222222,1.418237029,1.418237029,1.945945946,1.945945946,0.5,0.190740741
694,0.5,1.147700271,1.647700271,4476.860678,5380.607837,4956.852538,1.45675583,1.54324417,1.529723691,1.529723691,1.405405405,1.405405405,0.5,0.08648834
695,0.5,1.147700271,1.647700271,3575.055172,4918.769313,5513.361766,1.219320988,1.488251029,1.421021617,1.421021617,1.540540541,1.540540541,0.5,0.268930041
696,0.5,1.147700271,1.647700271,3753.998945,5136.783599,5345.219824,1.230020576,1.463285322,1.479272337,1.479272337,1.513513514,1.513513514,0.5,0.233264746
697,0.5,1.147700271,1.647700271,4078.617812,4942.349068,8829.916146,1.351687243,1.472469136,1.323474659,1.323474659,1.837837838,1.837837838,0.5,0.120781893
698,0.5,1.147700271,1.647700271,3652.021619,5154.160749,6433.085584,1.300109739,1.549835391,1.271560398,1.271560398,1.648648649,1.648648649,0.5,0.249725652
699,0.5,1.147700271,1.647700271,3897.562359,5026.469556,6433.085584,1.158834019,1.364663923,1.456279652,1.456279652,1.648648649,1.648648649,0.5,0.205829904
700,0.5,1.147700271,1.647700271,3500.320564,4889.969159,8057.424186,1.289135802,1.566296296,1.350438195,1.350438195,1.783783784,1.783783784,0.5,0.277160494
701,0.5,1.147700271,1.647700271,4174.334761,4905.549258,4956.852538,1.359917695,1.460123457,1.414214945,1.414214945,1.405405405,1.405405405,0.5,0.100205761
702,0.5,1.147700271,1.647700271,3454.743535,4973.946451,4937.575382,1.310534979,1.534197531,1.310255226,1.310255226,1.378378378,1.378378378,0.5,0.223662551
703,0.5,1.147700271,1.647700271,4047.448902,5881.76351,4956.852538,1.485555556,1.676296296,1.180896107,1.180896107,1.405405405,1.405405405,0.5,0.190740741
704,0.5,1.147700271,1.647700271,3626.892033,5170.55163,10098.9148,1.300109739,1.549835391,1.265801688,1.265801688,1.918918919,1.918918919,0.5,0.249725652
705,0.5,1.147700271,1.647700271,4321.814302,7380.125954,5008.658337,1.436179698,1.563820302,1.075021176,1.075021176,1.432432432,1.432432432,0.5,0.127640604
706,0.5,1.147700271,1.647700271,3100.951477,4949.256873,5513.361766,1.064876543,1.416111111,1.328072304,1.328072304,1.540540541,1.540540541,0.5,0.351234568
707,0.5,1.147700271,1.647700271,3813.328787,6081.975343,8829.916146,1.250185185,1.416234568,1.621488341,1.621488341,1.837837838,1.837837838,0.5,0.166049383
708,0.5,1.147700271,1.647700271,3808.496993,5952.374462,11009.57451,1.30340192,1.544897119,1.173527213,1.173527213,1.972972973,1.972972973,0.5,0.241495199
709,0.5,1.147700271,1.647700271,4037.9871,5358.699147,10098.9148,1.485555556,1.676296296,1.527500173,1.527500173,1.918918919,1.918918919,0.5,0.190740741
710,0.5,1.147700271,1.647700271,3835.60492,6666.732217,6168.373289,1.079348422,1.285864198,1.671023673,1.671023673,1.621621622,1.621621622,0.5,0.206515775
711,0.5,1.147700271,1.647700271,3651.858667,4911.683545,5090.004457,1.152249657,1.391001372,1.335656422,1.335656422,1.297297297,1.297297297,0.5,0.238751715
712,0.5,1.147700271,1.647700271,4170.707564,4952.330518,7695.68452,1.567297668,1.858175583,1.318672214,1.318672214,1.756756757,1.756756757,0.5,0.290877915
713,0.5,1.147700271,1.647700271,3854.559352,5100.535169,10098.9148,1.463333333,1.691111111,1.469004918,1.469004918,1.918918919,1.918918919,0.5,0.227777778
714,0.5,1.147700271,1.647700271,4955.796962,4885.900834,5090.004457,1.427658596,1.427658596,1.382052285,1.382052285,1.297297297,1.297297297,0.5,0
715,0.5,1.147700271,1.647700271,3672.900958,4888.269189,5002.586843,1.244423868,1.429677641,1.370002828,1.370002828,1.324324324,1.324324324,0.5,0.185253772
716,0.5,1.147700271,1.647700271,3942.438768,4919.463907,7025.628572,1.3418107,1.487283951,1.416640303,1.416640303,1.702702703,1.702702703,0.5,0.145473251
717,0.5,1.147700271,1.647700271,3688.111734,5291.873624,5204.19421,1.319862826,1.520205761,1.511602581,1.511602581,1.486486486,1.486486486,0.5,0.200342936
718,0.5,1.147700271,1.647700271,4259.315611,5073.550795,6168.373289,1.273230453,1.362462277,1.287012026,1.287012026,1.621621622,1.621621622,0.5,0.089231824
719,0.5,1.147700271,1.647700271,3705.548125,5094.498208,6433.085584,1.072009602,1.35191358,1.475249647,1.475249647,1.648648649,1.648648649,0.5,0.279903978
720,0.5,1.147700271,1.647700271,2825.423078,5486.779251,5204.19421,1.061584362,1.445740741,1.224058357,1.224058357,1.486486486,1.486486486,0.5,0.384156379
721,0.5,1.147700271,1.647700271,4222.414019,5075.759163,11482.19613,1.328641975,1.507037037,1.286682892,1.286682892,2,2,0.5,0.178395062
722,0.5,1.147700271,1.647700271,5078.102968,10312.41757,4952.308113,1.29154321,1.31973251,1.934817184,1.934817184,1.351351351,1.351351351,0.5,0.0281893
723,0.5,1.147700271,1.647700271,3694.609509,5404.673498,5345.219824,1.383367627,1.616632373,1.231704598,1.231704598,1.513513514,1.513513514,0.5,0.233264746
724,0.5,1.147700271,1.647700271,4900.073601,5502.979106,5091.564556,1.366576461,1.366576461,1.541418195,1.541418195,1.459459459,1.459459459,0.5,0
725,0.5,1.147700271,1.647700271,2966.988984,6851.274228,5008.658337,1.129753086,1.480987654,1.691886386,1.691886386,1.432432432,1.432432432,0.5,0.351234568
726,0.5,1.147700271,1.647700271,3673.192432,5579.422381,5926.105668,1.381995885,1.618004115,1.209073898,1.209073898,1.594594595,1.594594595,0.5,0.23600823
727,0.5,1.147700271,1.647700271,6318.236367,5215.813911,4952.308113,1.602496571,1.596255144,1.25973972,1.25973972,1.351351351,1.351351351,0.5,0.006241427
728,0.5,1.147700271,1.647700271,3101.109034,8004.06501,5591.91287,1.279259259,1.581111111,1.040581426,1.040581426,1.216216216,1.216216216,0.5,0.301851852
729,0.5,1.147700271,1.647700271,4002.859046,6278.888359,6168.373289,1.170768176,1.316927298,1.146866439,1.146866439,1.621621622,1.621621622,0.5,0.146159122
730,0.5,1.147700271,1.647700271,3222.092239,4885.315822,5382.923622,1.290781893,1.56382716,1.374734037,1.374734037,1.243243243,1.243243243,0.5,0.273045267
731,0.5,1.147700271,1.647700271,5558.93281,6369.150809,8435.784465,1.583497942,1.611001372,1.652920302,1.652920302,1.810810811,1.810810811,0.5,0.027503429
732,0.5,1.147700271,1.647700271,4138.085979,6750.676756,6168.373289,1.169259259,1.322962963,1.682474243,1.682474243,1.621621622,1.621621622,0.5,0.153703704
733,0.5,1.147700271,1.647700271,4141.532616,5248.035379,5707.386629,1.543436214,1.767098765,1.502678545,1.502678545,1.567567568,1.567567568,0.5,0.223662551
734,0.5,1.147700271,1.647700271,3851.734814,6223.433014,5513.361766,1.340164609,1.489753086,1.631222143,1.631222143,1.540540541,1.540540541,0.5,0.149588477
735,0.5,1.147700271,1.647700271,4688.148152,5000.356966,10548.25565,1.184897119,1.260411523,1.441348886,1.441348886,1.945945946,1.945945946,0.5,0.075514403
736,0.5,1.147700271,1.647700271,4229.7876,5116.545735,5091.564556,1.366776406,1.449835391,1.482663634,1.482663634,1.459459459,1.459459459,0.5,0.083058985
737,0.5,1.147700271,1.647700271,4058.499247,7442.665334,5707.386629,1.35223594,1.471646091,1.744136772,1.744136772,1.567567568,1.567567568,0.5,0.119410151
738,0.5,1.147700271,1.647700271,4544.290383,4915.012273,8829.916146,1.08675583,1.219197531,1.393573898,1.393573898,1.837837838,1.837837838,0.5,0.132441701
739,0.5,1.147700271,1.647700271,4147.561173,4875.786453,6144.154686,1.17090535,1.316378601,1.37281569,1.37281569,1.162162162,1.162162162,0.5,0.145473251
740,0.5,1.147700271,1.647700271,3797.361198,5047.820331,5204.19421,1.392969822,1.607030178,1.466592695,1.466592695,1.486486486,1.486486486,0.5,0.214060357
741,0.5,1.147700271,1.647700271,3620.647993,5802.750363,11965.47087,1.452633745,1.69824417,1.188518554,1.188518554,2.027027027,2.027027027,0.5,0.245610425
742,0.5,1.147700271,1.647700271,4561.684303,5436.672401,5008.658337,1.383786008,1.424320988,1.5317708,1.5317708,1.432432432,1.432432432,0.5,0.040534979
743,0.5,1.147700271,1.647700271,4177.849451,5024.789143,5345.219824,1.438923182,1.561076818,1.298010479,1.298010479,1.513513514,1.513513514,0.5,0.122153635
744,0.5,1.147700271,1.647700271,3970.604168,5080.278909,7025.628572,1.344554184,1.483168724,1.472860833,1.472860833,1.702702703,1.702702703,0.5,0.13861454
745,0.5,1.147700271,1.647700271,4759.613554,4953.9476,7695.68452,1.376927298,1.434609053,1.317700271,1.317700271,1.756756757,1.756756757,0.5,0.057681756
746,0.5,1.147700271,1.647700271,3663.777743,8200.589071,11482.19613,1.393655693,1.606344307,1.030603567,1.030603567,2,2,0.5,0.212688615
747,0.5,1.147700271,1.647700271,3416.030904,5673.673053,4952.308113,1.286941015,1.569588477,1.567078828,1.567078828,1.351351351,1.351351351,0.5,0.282647462
748,0.5,1.147700271,1.647700271,3966.039433,5780.209179,6888.482502,1.240308642,1.439279835,1.579898204,1.579898204,1.108108108,1.108108108,0.5,0.198971193
749,0.5,1.147700271,1.647700271,3310.329606,10680.68543,5204.19421,1.151975309,1.392098765,1.957330084,1.957330084,1.486486486,1.486486486,0.5,0.240123457
750,0.5,1.147700271,1.647700271,4532.315007,4921.1322,5091.564556,1.520123457,1.653251029,1.400403397,1.400403397,1.459459459,1.459459459,0.5,0.133127572
751,0.5,1.147700271,1.647700271,5069.917324,4998.747929,5090.004457,1.300831412,1.300831412,1.441701243,1.441701243,1.297297297,1.297297297,0.5,0
752,0.5,1.147700271,1.647700271,3852.788446,8367.646631,5513.361766,1.255123457,1.404711934,1.022612332,1.022612332,1.540540541,1.540540541,0.5,0.149588477
753,0.5,1.147700271,1.647700271,3237.892772,5801.062769,4937.575382,1.380281207,1.619718793,1.582787504,1.582787504,1.378378378,1.378378378,0.5,0.239437586
754,0.5,1.147700271,1.647700271,4441.10107,5431.750068,7695.68452,1.414231824,1.585768176,1.538052952,1.538052952,1.756756757,1.756756757,0.5,0.171536351
755,0.5,1.147700271,1.647700271,4010.44424,5622.421401,5382.923622,1.423148148,1.576851852,1.562002863,1.562002863,1.243243243,1.243243243,0.5,0.153703704
756,0.5,1.147700271,1.647700271,4144.641996,4879.211179,5204.19421,1.357174211,1.464238683,1.364268241,1.364268241,1.486486486,1.486486486,0.5,0.107064472
757,0.5,1.147700271,1.647700271,3592.055398,5256.482881,5845.020673,1.292427984,1.561358025,1.507715815,1.507715815,1.189189189,1.189189189,0.5,0.268930041
758,0.5,1.147700271,1.647700271,4739.473846,6591.883211,8829.916146,1.475960219,1.524039781,1.666655494,1.666655494,1.837837838,1.837837838,0.5,0.048079561
759,0.5,1.147700271,1.647700271,4602.705077,5542.263142,5845.020673,1.532057613,1.645294925,1.547730857,1.547730857,1.189189189,1.189189189,0.5,0.113237311
760,0.5,1.147700271,1.647700271,3454.743535,4878.989122,4952.308113,1.310534979,1.534197531,1.389711159,1.389711159,1.351351351,1.351351351,0.5,0.223662551
761,0.5,1.147700271,1.647700271,5013.193201,5091.81663,5216.212581,1.434322569,1.434322569,1.474486869,1.474486869,1.27027027,1.27027027,0.5,0
762,0.5,1.147700271,1.647700271,3912.281594,8592.317894,6433.085584,1.345925926,1.481111111,1.819421861,1.819421861,1.648648649,1.648648649,0.5,0.135185185
763,0.5,1.147700271,1.647700271,3608.29637,4957.138985,10548.25565,1.232901235,1.456563786,1.438172762,1.438172762,1.945945946,1.945945946,0.5,0.223662551
764,0.5,1.147700271,1.647700271,3367.977926,4908.685389,5926.105668,1.13962963,1.441481481,1.374218264,1.374218264,1.594594595,1.594594595,0.5,0.301851852
765,0.5,1.147700271,1.647700271,3959.097092,4991.37511,7841.593891,1.250185185,1.416234568,1.309143649,1.309143649,1.054054054,1.054054054,0.5,0.166049383
766,0.5,1.147700271,1.647700271,3376.746143,4889.077332,10098.9148,1.215205761,1.497853224,1.351658388,1.351658388,1.918918919,1.918918919,0.5,0.282647462
767,0.5,1.147700271,1.647700271,4081.731371,5363.68942,6719.178922,1.320411523,1.519382716,1.519195446,1.519195446,1.675675676,1.675675676,0.5,0.198971193
768,0.5,1.147700271,1.647700271,4318.018605,4945.008219,8829.916146,1.407716049,1.592283951,1.416805094,1.416805094,1.837837838,1.837837838,0.5,0.184567901
769,0.5,1.147700271,1.647700271,3923.077635,4910.566805,10548.25565,1.386111111,1.613888889,1.3863929,1.3863929,1.945945946,1.945945946,0.5,0.227777778
770,0.5,1.147700271,1.647700271,4911.865144,5318.286811,5216.212581,1.400583795,1.400583795,1.249403541,1.249403541,1.27027027,1.27027027,0.5,0
771,0.5,1.147700271,1.647700271,4435.074982,6207.181352,5707.386629,1.510246914,1.659835391,1.153598087,1.153598087,1.567567568,1.567567568,0.5,0.149588477
772,0.5,1.147700271,1.647700271,3520.455395,5205.701794,8829.916146,1.156364883,1.374540466,1.267209289,1.267209289,1.837837838,1.837837838,0.5,0.218175583
773,0.5,1.147700271,1.647700271,4386.32074,5114.420973,5090.004457,1.427949246,1.572050754,1.28687798,1.28687798,1.297297297,1.297297297,0.5,0.144101509
774,0.5,1.147700271,1.647700271,4853.404065,5185.369356,5513.361766,1.392290809,1.411563786,1.492475903,1.492475903,1.540540541,1.540540541,0.5,0.019272977
775,0.5,1.147700271,1.647700271,3822.516648,5360.404671,5591.91287,1.339067215,1.491399177,1.237547707,1.237547707,1.216216216,1.216216216,0.5,0.152331962
776,0.5,1.147700271,1.647700271,3851.131023,5383.571532,6168.373289,1.337421125,1.493868313,1.525738979,1.525738979,1.621621622,1.621621622,0.5,0.156447188
777,0.5,1.147700271,1.647700271,3529.927524,6253.979924,6491.292192,1.144567901,1.421728395,1.640529093,1.640529093,1.135135135,1.135135135,0.5,0.277160494
778,0.5,1.147700271,1.647700271,3589.980627,5499.078962,5382.923622,1.224670782,1.475768176,1.550385376,1.550385376,1.243243243,1.243243243,0.5,0.251097394
779,0.5,1.147700271,1.647700271,5312.812485,5351.080942,11482.19613,1.41691358,1.38872428,1.243113841,1.243113841,2,2,0.5,0.0281893
780,0.5,1.147700271,1.647700271,4839.54904,4937.461968,5513.361766,1.462242798,1.537757202,1.430297586,1.430297586,1.540540541,1.540540541,0.5,0.075514403
781,0.5,1.147700271,1.647700271,4838.444813,5064.592222,6888.482502,1.469444444,1.530555556,1.470583828,1.470583828,1.108108108,1.108108108,0.5,0.061111111
782,0.5,1.147700271,1.647700271,3437.989332,7923.649745,5216.212581,1.391255144,1.608744856,1.776029618,1.776029618,1.27027027,1.27027027,0.5,0.217489712
783,0.5,1.147700271,1.647700271,3878.060338,4958.1406,5926.105668,1.25718107,1.399910837,1.31655455,1.31655455,1.594594595,1.594594595,0.5,0.142729767
784,0.5,1.147700271,1.647700271,3984.286466,4968.645251,6433.085584,1.415603567,1.584396433,1.314217786,1.314217786,1.648648649,1.648648649,0.5,0.168792867
785,0.5,1.147700271,1.647700271,3115.455714,4933.275921,9662.253707,1.221378601,1.483449931,1.342600024,1.342600024,1.891891892,1.891891892,0.5,0.262071331
786,0.5,1.147700271,1.647700271,4951.165969,4947.63346,5204.19421,1.324398035,1.324398035,1.434656379,1.434656379,1.486486486,1.486486486,0.5,0
787,0.5,1.147700271,1.647700271,4199.962634,6944.238854,7351.447387,1.415603567,1.584396433,1.098776136,1.098776136,1.72972973,1.72972973,0.5,0.168792867
788,0.5,1.147700271,1.647700271,4416.608805,8907.715307,11965.47087,1.447839506,1.552160494,1.842019643,1.842019643,2.027027027,2.027027027,0.5,0.104320988
789,0.5,1.147700271,1.647700271,3673.192432,5288.09676,4937.575382,1.381995885,1.618004115,1.515076195,1.515076195,1.378378378,1.378378378,0.5,0.23600823
790,0.5,1.147700271,1.647700271,4165.273325,5454.953102,8829.916146,1.497078189,1.66861454,1.228804228,1.228804228,1.837837838,1.837837838,0.5,0.171536351
791,0.5,1.147700271,1.647700271,3810.938681,6738.514672,6433.085584,1.340164609,1.489753086,1.681192435,1.681192435,1.648648649,1.648648649,0.5,0.149588477
792,0.5,1.147700271,1.647700271,5170.841555,5136.816876,5090.004457,1.550164609,1.633223594,1.273008002,1.273008002,1.297297297,1.297297297,0.5,0.083058985
793,0.5,1.147700271,1.647700271,3100.951477,5580.854736,7025.628572,1.064876543,1.416111111,1.559856884,1.559856884,1.702702703,1.702702703,0.5,0.351234568
794,0.5,1.147700271,1.647700271,4026.419456,4936.211732,6168.373289,1.25718107,1.399910837,1.425466447,1.425466447,1.621621622,1.621621622,0.5,0.142729767
795,0.5,1.147700271,1.647700271,3358.436796,5312.801401,7695.68452,1.13962963,1.441481481,1.244027377,1.244027377,1.756756757,1.756756757,0.5,0.301851852
796,0.5,1.147700271,1.647700271,3990.377633,4878.508936,11482.19613,1.248950617,1.419115226,1.388253189,1.388253189,2,2,0.5,0.170164609
797,0.5,1.147700271,1.647700271,4231.644345,5375.934468,5513.361766,1.523271605,1.775740741,1.530836746,1.530836746,1.540540541,1.540540541,0.5,0.252469136
798,0.5,1.147700271,1.647700271,5241.812082,5264.751401,4937.575382,1.264820489,1.264820489,1.505403598,1.505403598,1.378378378,1.378378378,0.5,0
799,0.5,1.147700271,1.647700271,4580.875392,4885.285881,8057.424186,1.374183813,1.43872428,1.375613392,1.375613392,1.783783784,1.783783784,0.5,0.064540466
800,0.5,1.147700271,1.647700271,3671.925585,5110.228885,5002.586843,1.313278464,1.530082305,1.481874262,1.481874262,1.324324324,1.324324324,0.5,0.216803841
801,0.5,1.147700271,1.647700271,2986.537733,4909.729438,7351.447387,1.200390947,1.532421125,1.414493999,1.414493999,1.72972973,1.72972973,0.5,0.332030178
802,0.5,1.147700271,1.647700271,3703.060938,5480.551308,4952.308113,1.251213992,1.413834019,1.543245896,1.543245896,1.351351351,1.351351351,0.5,0.162620027
803,0.5,1.147700271,1.647700271,4105.888287,4875.997458,6168.373289,1.432407407,1.567592593,1.374411228,1.374411228,1.621621622,1.621621622,0.5,0.135185185
804,0.5,1.147700271,1.647700271,4895.581292,5658.623845,7351.447387,1.374862372,1.374862372,1.571007908,1.571007908,1.72972973,1.72972973,0.5,0
805,0.5,1.147700271,1.647700271,3490.649102,4947.476753,4952.308113,1.369650206,1.630349794,1.430910236,1.430910236,1.351351351,1.351351351,0.5,0.260699588
806,0.5,1.147700271,1.647700271,4364.765061,4885.275102,10098.9148,1.438923182,1.561076818,1.376837195,1.376837195,1.918918919,1.918918919,0.5,0.122153635
807,0.5,1.147700271,1.647700271,4414.386352,4963.638253,5002.586843,1.442009602,1.557990398,1.439883766,1.439883766,1.324324324,1.324324324,0.5,0.115980796
808,0.5,1.147700271,1.647700271,4800.637281,4885.583918,9662.253707,1.378024691,1.432962963,1.372372193,1.372372193,1.891891892,1.891891892,0.5,0.054938272
809,0.5,1.147700271,1.647700271,4711.701493,6679.059836,5513.361766,1.389547325,1.415679012,1.675333852,1.675333852,1.540540541,1.540540541,0.5,0.026131687
810,0.5,1.147700271,1.647700271,4072.762605,4892.276652,7025.628572,1.25100823,1.414314129,1.350210689,1.350210689,1.702702703,1.702702703,0.5,0.163305898
811,0.5,1.147700271,1.647700271,3878.101758,4882.082639,5008.658337,1.492544582,1.788909465,1.359646776,1.359646776,1.432432432,1.432432432,0.5,0.296364883
812,0.5,1.147700271,1.647700271,3269.00514,4966.617428,5382.923622,1.216028807,1.495932785,1.442474353,1.442474353,1.243243243,1.243243243,0.5,0.279903978
813,0.5,1.147700271,1.647700271,4435.494457,5044.690821,7351.447387,1.28063786,1.345178326,1.292735673,1.292735673,1.72972973,1.72972973,0.5,0.064540466
814,0.5,1.147700271,1.647700271,4381.642401,7529.794951,6491.292192,1.281255144,1.343737997,1.745286395,1.745286395,1.135135135,1.135135135,0.5,0.062482853
815,0.5,1.147700271,1.647700271,5005.800996,6241.367403,5926.105668,1.409596986,1.409596986,1.151153206,1.151153206,1.594594595,1.594594595,0.5,0
816,0.5,1.147700271,1.647700271,6809.961601,4896.618687,4956.852538,1.68026749,1.70845679,1.354227196,1.354227196,1.405405405,1.405405405,0.5,0.0281893
817,0.5,1.147700271,1.647700271,3911.67042,5225.51047,5926.105668,1.253477366,1.408552812,1.26309611,1.26309611,1.594594595,1.594594595,0.5,0.155075446
818,0.5,1.147700271,1.647700271,4021.860264,10676.0081,5090.004457,1.161851852,1.352592593,1.957574771,1.957574771,1.297297297,1.297297297,0.5,0.190740741
819,0.5,1.147700271,1.647700271,3601.288781,4946.964339,8829.916146,1.223436214,1.478648834,1.3292093,1.3292093,1.837837838,1.837837838,0.5,0.25521262
820,0.5,1.147700271,1.647700271,6555.498013,5721.90951,4956.852538,1.530555556,1.469444444,1.194176435,1.194176435,1.405405405,1.405405405,0.5,0.061111111
821,0.5,1.147700271,1.647700271,4301.180356,5461.331568,6719.178922,1.40462963,1.59537037,1.535568725,1.535568725,1.675675676,1.675675676,0.5,0.190740741
822,0.5,1.147700271,1.647700271,4034.056373,5227.897613,10548.25565,1.360192044,1.459711934,1.255487857,1.255487857,1.945945946,1.945945946,0.5,0.09951989
823,0.5,1.147700271,1.647700271,4595.633197,5165.120755,5090.004457,1.376927298,1.434609053,1.494061518,1.494061518,1.297297297,1.297297297,0.5,0.057681756
824,0.5,1.147700271,1.647700271,4471.143181,6209.461719,5091.564556,1.525061728,1.649958848,1.624653035,1.624653035,1.459459459,1.459459459,0.5,0.124897119
825,0.5,1.147700271,1.647700271,3719.807785,4902.341334,6433.085584,1.250185185,1.416234568,1.348045496,1.348045496,1.648648649,1.648648649,0.5,0.166049383
826,0.5,1.147700271,1.647700271,5128.522605,4896.405561,5008.658337,1.192716049,1.229135802,1.399679178,1.399679178,1.432432432,1.432432432,0.5,0.036419753
827,0.5,1.147700271,1.647700271,3939.038117,4995.543467,6168.373289,1.410802469,1.589197531,1.306900972,1.306900972,1.621621622,1.621621622,0.5,0.178395062
828,0.5,1.147700271,1.647700271,4025.027933,6297.316267,11009.57451,1.353333333,1.47,1.633406994,1.633406994,1.972972973,1.972972973,0.5,0.116666667
829,0.5,1.147700271,1.647700271,2530.82595,9470.399097,8829.916146,1.11877915,1.524883402,1.880466203,1.880466203,1.837837838,1.837837838,0.5,0.406104252
830,0.5,1.147700271,1.647700271,6036.109887,6922.591193,7695.68452,1.596666667,1.602222222,1.692274067,1.692274067,1.756756757,1.756756757,0.5,0.005555556
831,0.5,1.147700271,1.647700271,4339.557939,5064.448643,7351.447387,1.449897119,1.550102881,1.288379809,1.288379809,1.72972973,1.72972973,0.5,0.100205761
832,0.5,1.147700271,1.647700271,4238.531673,5452.474535,4952.308113,1.266234568,1.378786008,1.543239259,1.543239259,1.351351351,1.351351351,0.5,0.11255144
833,0.5,1.147700271,1.647700271,4654.389946,5515.252741,9239.0016,1.583765432,1.749814815,1.550736686,1.550736686,1.864864865,1.864864865,0.5,0.166049383
834,0.5,1.147700271,1.647700271,3846.016028,4908.54347,5002.586843,1.073930041,1.33462963,1.375740018,1.375740018,1.324324324,1.324324324,0.5,0.260699588
835,0.5,1.147700271,1.647700271,4439.783746,5069.564868,4956.852538,1.348943759,1.476584362,1.289482206,1.289482206,1.405405405,1.405405405,0.5,0.127640604
836,0.5,1.147700271,1.647700271,4022.469503,5054.788999,5091.564556,1.165418381,1.338326475,1.457736992,1.457736992,1.459459459,1.459459459,0.5,0.172908093
837,0.5,1.147700271,1.647700271,4042.991073,8888.780579,8829.916146,1.344554184,1.483168724,1.84138998,1.84138998,1.837837838,1.837837838,0.5,0.13861454
838,0.5,1.147700271,1.647700271,4246.358971,4961.762332,10098.9148,1.418347051,1.581652949,1.424700144,1.424700144,1.918918919,1.918918919,0.5,0.163305898
839,0.5,1.147700271,1.647700271,3183.146069,6067.50765,7351.447387,1.363477366,1.636522634,1.609744462,1.609744462,1.72972973,1.72972973,0.5,0.273045267
840,0.5,1.147700271,1.647700271,2735.037908,4977.975049,8435.784465,1.188045267,1.561227709,1.442239458,1.442239458,1.810810811,1.810810811,0.5,0.373182442
841,0.5,1.147700271,1.647700271,3875.293678,5566.147239,5091.564556,1.168573388,1.325706447,1.554207667,1.554207667,1.459459459,1.459459459,0.5,0.157133059
842,0.5,1.147700271,1.647700271,4200.773406,5380.57105,5382.923622,1.342633745,1.486049383,1.528751771,1.528751771,1.243243243,1.243243243,0.5,0.143415638
843,0.5,1.147700271,1.647700271,4586.351886,8333.914106,8435.784465,1.382962963,1.425555556,1.802179924,1.802179924,1.810810811,1.810810811,0.5,0.042592593
844,0.5,1.147700271,1.647700271,4734.682892,6316.0326,5345.219824,1.380219479,1.429670782,1.642140283,1.642140283,1.513513514,1.513513514,0.5,0.049451303
845,0.5,1.147700271,1.647700271,3521.760424,8365.107952,6719.178922,1.069814815,1.371666667,1.804683728,1.804683728,1.675675676,1.675675676,0.5,0.301851852
846,0.5,1.147700271,1.647700271,4584.285974,5512.746293,4937.575382,1.279814815,1.347098765,1.543118189,1.543118189,1.378378378,1.378378378,0.5,0.067283951
847,0.5,1.147700271,1.647700271,4047.619146,6946.033786,5345.219824,1.258415638,1.397030178,1.694620282,1.694620282,1.513513514,1.513513514,0.5,0.13861454
848,0.5,1.147700271,1.647700271,4000.926409,4892.353254,5845.020673,1.263353909,1.385507545,1.358935119,1.358935119,1.189189189,1.189189189,0.5,0.122153635
849,0.5,1.147700271,1.647700271,3212.29628,4946.111239,5591.91287,1.066796982,1.39882716,1.43017568,1.43017568,1.216216216,1.216216216,0.5,0.332030178
850,0.5,1.147700271,1.647700271,3660.840902,5001.554972,5091.564556,1.430411523,1.713058985,1.452448498,1.452448498,1.459459459,1.459459459,0.5,0.282647462
